idx,created_date,updated_date,acidity,bitterness,body,coffeeing_note,expired,flavor,param1,param2,param3,param4,param5,param6,param7,param8,result_code,result_type,sweetness,member_idx
755,2023-03-24 02:52:48.000000,2023-03-24 02:52:48.000000,5.3,3.9,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,7.4,1,3,2,1,1,2,4,2,12,향미에 가치를 두는 타입,3.8,755
756,2023-03-24 03:36:00.000000,2023-03-24 03:36:00.000000,4.4,3.1,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,5.1,1,2,1,3,3,2,4,2,31,달콤하고 즐거운 맛을 즐기는 타입,6.5,756
757,2023-03-24 04:19:12.000000,2023-03-24 04:19:12.000000,2.8,4.2,6.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 허브",N,5.4,1,3,1,5,4,2,5,3,51,풍부하고 진한 입감을 즐기는 타입,5.3,757
758,2023-03-24 05:02:24.000000,2023-03-24 05:02:24.000000,5.3,3.9,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,7.4,2,4,2,1,1,2,4,2,12,향미에 가치를 두는 타입,3.8,758
759,2023-03-24 05:45:36.000000,2023-03-24 05:45:36.000000,3.1,7.5,5.6,"카라멜, 고소한, 풍부한, 초코, 부드러운, 베리, 커런트, 우디",N,4.7,1,2,1,4,1,2,3,1,45,강하고 쓴 맛을 선호하는 타입,3.8,759
760,2023-03-24 06:28:48.000000,2023-03-24 06:28:48.000000,2.4,3.8,6.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 우디",N,6.4,2,2,1,1,4,2,5,1,15,향미에 가치를 두는 타입,4.9,760
761,2023-03-24 07:12:00.000000,2023-03-24 07:12:00.000000,2.1,5.3,5.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 우디",N,4.4,2,3,1,4,3,2,1,1,45,강하고 쓴 맛을 선호하는 타입,4.9,761
762,2023-03-24 07:55:12.000000,2023-03-24 07:55:12.000000,5.0,5.7,6.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,5.4,2,2,1,2,1,3,4,1,54,풍부하고 진한 입감을 즐기는 타입,2.4,762
763,2023-03-24 08:38:24.000000,2023-03-24 08:38:24.000000,2.2,2.9,4.4,"견과류, 묵직한, 스모크, 견과류, 고소한, 체리, 복숭아, 플로럴",N,8.5,1,2,2,1,4,3,2,4,15,향미에 가치를 두는 타입,4.0,763
764,2023-03-24 09:21:36.000000,2023-03-24 09:21:36.000000,5.7,4.2,5.1,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 플로럴",N,6.2,1,4,2,2,1,2,4,4,12,향미에 가치를 두는 타입,3.6,764
765,2023-03-24 10:04:48.000000,2023-03-24 10:04:48.000000,4.2,5.4,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,7.6,2,2,2,1,1,2,4,3,14,향미에 가치를 두는 타입,3.8,765
766,2023-03-24 10:48:00.000000,2023-03-24 10:48:00.000000,5.1,6.2,5.3,"견과류, 고소한, 중후한, 과일, 풍부한, 레몬, 오렌지, 귤, 우디",N,5.4,1,2,4,4,1,1,4,1,41,강하고 쓴 맛을 선호하는 타입,3.1,766
767,2023-03-24 11:31:12.000000,2023-03-24 11:31:12.000000,4.2,5.4,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,7.6,2,2,2,1,1,2,4,3,14,향미에 가치를 두는 타입,3.8,767
768,2023-03-24 12:14:24.000000,2023-03-24 12:14:24.000000,2.2,2.9,4.4,"견과류, 묵직한, 스모크, 견과류, 고소한, 체리, 복숭아, 플로럴",N,8.5,2,2,2,1,4,3,2,4,15,향미에 가치를 두는 타입,4.0,768
769,2023-03-24 12:57:36.000000,2023-03-24 12:57:36.000000,3.6,3.3,5.0,"과일, 초코, 균형있는, 과일, 풍부한, 체리, 복숭아, 우디",N,5.8,2,3,3,3,2,1,2,1,31,달콤하고 즐거운 맛을 즐기는 타입,6.4,769
770,2023-03-24 13:40:48.000000,2023-03-24 13:40:48.000000,3.6,5.3,7.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,5.1,2,2,1,5,1,2,4,1,54,풍부하고 진한 입감을 즐기는 타입,3.5,770
771,2023-03-24 14:24:00.000000,2023-03-24 14:24:00.000000,2.8,2.6,5.4,"견과류, 묵직한, 스모크, 초코, 부드러운, 망고, 바나나, 파인애플, 플로럴",N,7.5,2,4,2,1,4,2,5,4,15,향미에 가치를 두는 타입,5.0,771
772,2023-03-24 15:07:12.000000,2023-03-24 15:07:12.000000,2.1,3.2,6.1,"견과류, 묵직한, 스모크, 견과류, 고소한, 망고, 바나나, 파인애플, 플로럴",N,6.0,1,2,2,3,3,3,5,4,51,풍부하고 진한 입감을 즐기는 타입,5.8,772
773,2023-03-24 15:50:24.000000,2023-03-24 15:50:24.000000,4.4,6.0,3.9,"카라멜, 고소한, 풍부한, 과일, 풍부한, 베리, 커런트, 허브",N,7.9,1,3,1,1,1,1,3,3,14,향미에 가치를 두는 타입,3.6,773
774,2023-03-24 16:33:36.000000,2023-03-24 16:33:36.000000,3.6,6.4,6.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 우디",N,5.8,1,3,1,4,1,1,5,1,45,강하고 쓴 맛을 선호하는 타입,3.6,774
775,2023-03-24 17:16:48.000000,2023-03-24 17:16:48.000000,2.8,4.2,6.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 허브",N,5.4,1,3,1,5,4,2,5,3,51,풍부하고 진한 입감을 즐기는 타입,5.3,775
776,2023-03-24 18:00:00.000000,2023-03-24 18:00:00.000000,4.4,6.0,3.9,"카라멜, 고소한, 풍부한, 과일, 풍부한, 베리, 커런트, 허브",N,7.9,1,2,1,1,1,1,3,3,14,향미에 가치를 두는 타입,3.6,776
777,2023-03-24 18:43:12.000000,2023-03-24 18:43:12.000000,4.2,2.4,4.9,"카라멜, 고소한, 풍부한, 과일, 풍부한, 체리, 복숭아, 시트러스",N,6.5,2,2,1,5,3,1,2,2,13,향미에 가치를 두는 타입,5.1,777
778,2023-03-24 19:26:24.000000,2023-03-24 19:26:24.000000,6.1,5.6,4.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 레몬, 오렌지, 귤, 시트러스",N,6.4,1,3,1,4,1,1,4,2,12,향미에 가치를 두는 타입,3.3,778
779,2023-03-24 20:09:36.000000,2023-03-24 20:09:36.000000,2.9,5.0,4.9,"견과류, 묵직한, 스모크, 초코, 부드러운, 체리, 복숭아, 허브",N,8.2,1,3,2,1,1,2,2,3,14,향미에 가치를 두는 타입,4.6,779
780,2023-03-24 20:52:48.000000,2023-03-24 20:52:48.000000,3.1,5.4,7.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 허브",N,5.7,2,2,1,5,1,2,5,3,51,풍부하고 진한 입감을 즐기는 타입,4.6,780
781,2023-03-24 21:36:00.000000,2023-03-24 21:36:00.000000,3.9,5.4,7.4,"과일, 초코, 균형있는, 초코, 부드러운, 베리, 커런트, 우디",N,4.6,2,2,3,5,1,2,3,1,54,풍부하고 진한 입감을 즐기는 타입,4.3,781
782,2023-03-24 22:19:12.000000,2023-03-24 22:19:12.000000,2.1,3.2,6.1,"견과류, 묵직한, 스모크, 견과류, 고소한, 망고, 바나나, 파인애플, 플로럴",N,6.0,2,3,2,3,3,3,5,4,51,풍부하고 진한 입감을 즐기는 타입,5.8,782
783,2023-03-24 23:02:24.000000,2023-03-24 23:02:24.000000,2.9,4.0,5.3,"견과류, 묵직한, 스모크, 견과류, 고소한, 사과, 배, 플로럴",N,7.9,1,3,2,1,1,3,1,4,15,향미에 가치를 두는 타입,2.9,783
784,2023-03-24 23:45:36.000000,2023-03-24 23:45:36.000000,1.9,2.4,3.8,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 허니",N,7.6,2,2,1,1,4,2,2,5,13,향미에 가치를 두는 타입,6.5,784
785,2023-03-25 00:28:48.000000,2023-03-25 00:28:48.000000,2.4,4.4,4.6,"카라멜, 고소한, 풍부한, 견과류, 고소한, 체리, 복숭아, 플로럴",N,8.6,2,2,1,1,1,3,2,4,15,향미에 가치를 두는 타입,3.5,785
786,2023-03-25 01:12:00.000000,2023-03-25 01:12:00.000000,3.2,3.3,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 플로럴",N,7.4,1,2,1,1,3,2,4,4,13,향미에 가치를 두는 타입,4.7,786
787,2023-03-25 01:55:12.000000,2023-03-25 01:55:12.000000,2.9,5.6,4.9,"카라멜, 고소한, 풍부한, 견과류, 고소한, 사과, 배, 허브",N,7.5,1,4,1,1,1,3,1,3,14,향미에 가치를 두는 타입,3.2,787
788,2023-03-25 02:38:24.000000,2023-03-25 02:38:24.000000,3.1,3.9,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 플로럴",N,7.5,1,4,1,1,1,2,1,4,15,향미에 가치를 두는 타입,4.2,788
789,2023-03-25 03:21:36.000000,2023-03-25 03:21:36.000000,4.0,3.9,6.8,"견과류, 묵직한, 스모크, 견과류, 고소한, 망고, 바나나, 파인애플, 허니",N,6.0,2,2,2,2,1,3,5,5,51,풍부하고 진한 입감을 즐기는 타입,4.4,789
790,2023-03-25 04:04:48.000000,2023-03-25 04:04:48.000000,3.1,3.9,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 플로럴",N,7.5,1,4,1,1,1,2,1,4,15,향미에 가치를 두는 타입,4.2,790
791,2023-03-25 04:48:00.000000,2023-03-25 04:48:00.000000,3.8,6.1,4.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,5.6,2,2,1,4,4,2,4,3,41,강하고 쓴 맛을 선호하는 타입,4.6,791
792,2023-03-25 05:31:12.000000,2023-03-25 05:31:12.000000,3.1,3.9,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 플로럴",N,7.5,1,2,1,1,1,2,1,4,15,향미에 가치를 두는 타입,4.2,792
793,2023-03-25 06:14:24.000000,2023-03-25 06:14:24.000000,2.9,3.8,4.6,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 플로럴",N,7.6,2,2,1,1,3,3,4,4,15,향미에 가치를 두는 타입,3.6,793
794,2023-03-25 06:57:36.000000,2023-03-25 06:57:36.000000,5.4,4.6,5.6,"견과류, 묵직한, 스모크, 견과류, 고소한, 레몬, 오렌지, 귤, 플로럴",N,6.5,2,3,2,2,1,3,4,4,15,향미에 가치를 두는 타입,2.5,794
795,2023-03-25 07:40:48.000000,2023-03-25 07:40:48.000000,4.2,4.9,7.6,"견과류, 고소한, 중후한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,4.6,2,5,4,5,1,2,4,1,54,풍부하고 진한 입감을 즐기는 타입,3.6,795
796,2023-03-25 08:24:00.000000,2023-03-25 08:24:00.000000,4.2,2.4,4.9,"카라멜, 고소한, 풍부한, 과일, 풍부한, 체리, 복숭아, 시트러스",N,6.5,2,5,1,5,3,1,2,2,13,향미에 가치를 두는 타입,5.1,796
797,2023-03-25 09:07:12.000000,2023-03-25 09:07:12.000000,2.6,5.7,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,6.7,2,2,1,4,1,2,2,4,14,향미에 가치를 두는 타입,4.6,797
798,2023-03-25 09:50:24.000000,2023-03-25 09:50:24.000000,2.8,6.2,6.0,"카라멜, 고소한, 풍부한, 견과류, 고소한, 베리, 커런트, 우디",N,6.7,1,2,1,1,1,3,3,1,14,향미에 가치를 두는 타입,2.6,798
799,2023-03-25 10:33:36.000000,2023-03-25 10:33:36.000000,2.1,3.6,5.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 우디",N,4.4,1,2,1,3,3,2,1,1,35,달콤하고 즐거운 맛을 즐기는 타입,6.5,799
800,2023-03-25 11:16:48.000000,2023-03-25 11:16:48.000000,2.1,3.2,6.1,"견과류, 묵직한, 스모크, 견과류, 고소한, 망고, 바나나, 파인애플, 플로럴",N,6.0,2,3,2,3,3,3,5,4,51,풍부하고 진한 입감을 즐기는 타입,5.8,800
801,2023-03-25 12:00:00.000000,2023-03-25 12:00:00.000000,4.6,5.6,6.7,"견과류, 묵직한, 스모크, 견과류, 고소한, 망고, 바나나, 파인애플, 허브",N,6.1,1,2,2,2,1,3,5,3,51,풍부하고 진한 입감을 즐기는 타입,3.3,801
802,2023-03-25 12:43:12.000000,2023-03-25 12:43:12.000000,2.8,6.9,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 허브",N,6.4,1,5,1,4,1,2,2,3,41,강하고 쓴 맛을 선호하는 타입,4.7,802
803,2023-03-25 13:26:24.000000,2023-03-25 13:26:24.000000,3.1,5.4,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 허브",N,7.4,1,4,1,1,1,2,5,3,15,향미에 가치를 두는 타입,4.6,803
804,2023-03-25 14:09:36.000000,2023-03-25 14:09:36.000000,2.9,4.0,5.3,"견과류, 묵직한, 스모크, 견과류, 고소한, 사과, 배, 플로럴",N,7.9,2,2,2,1,1,3,1,4,15,향미에 가치를 두는 타입,2.9,804
805,2023-03-25 14:52:48.000000,2023-03-25 14:52:48.000000,3.6,2.5,4.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 시트러스",N,4.9,1,5,1,3,3,2,1,2,31,달콤하고 즐거운 맛을 즐기는 타입,6.9,805
806,2023-03-25 15:36:00.000000,2023-03-25 15:36:00.000000,2.8,5.3,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 허브",N,8.1,2,2,1,1,1,2,2,3,14,향미에 가치를 두는 타입,4.7,806
807,2023-03-25 16:19:12.000000,2023-03-25 16:19:12.000000,5.7,3.6,5.1,"견과류, 고소한, 중후한, 초코, 부드러운, 레몬, 오렌지, 귤, 허니",N,5.1,2,4,4,2,1,2,4,5,21,상쾌하고 산미가 강조된 맛을 좋아하는 타입,5.1,807
808,2023-03-25 17:02:24.000000,2023-03-25 17:02:24.000000,4.4,6.0,3.9,"카라멜, 고소한, 풍부한, 과일, 풍부한, 베리, 커런트, 허브",N,7.9,2,2,1,1,1,1,3,3,14,향미에 가치를 두는 타입,3.6,808
809,2023-03-25 17:45:36.000000,2023-03-25 17:45:36.000000,3.6,4.7,6.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 우디",N,7.5,1,4,1,1,1,1,5,1,15,향미에 가치를 두는 타입,3.6,809
810,2023-03-25 18:28:48.000000,2023-03-25 18:28:48.000000,4.4,3.1,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,5.1,2,2,1,3,3,2,4,2,31,달콤하고 즐거운 맛을 즐기는 타입,6.5,810
811,2023-03-25 19:12:00.000000,2023-03-25 19:12:00.000000,5.3,3.9,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,7.4,2,3,2,1,1,2,4,2,12,향미에 가치를 두는 타입,3.8,811
812,2023-03-25 19:55:12.000000,2023-03-25 19:55:12.000000,2.6,2.9,6.5,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 플로럴",N,5.7,1,2,1,5,4,2,5,4,51,풍부하고 진한 입감을 즐기는 타입,5.1,812
813,2023-03-25 20:38:24.000000,2023-03-25 20:38:24.000000,3.8,6.1,4.7,"카라멜, 고소한, 풍부한, 과일, 풍부한, 사과, 배, 우디",N,5.7,2,3,1,4,1,1,1,1,41,강하고 쓴 맛을 선호하는 타입,3.3,813
814,2023-03-25 21:21:36.000000,2023-03-25 21:21:36.000000,2.6,2.9,6.5,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 플로럴",N,5.7,2,2,1,5,4,2,5,4,51,풍부하고 진한 입감을 즐기는 타입,5.1,814
815,2023-03-25 22:04:48.000000,2023-03-25 22:04:48.000000,3.1,5.4,7.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 허브",N,5.7,1,3,1,5,1,2,5,3,51,풍부하고 진한 입감을 즐기는 타입,4.6,815
816,2023-03-25 22:48:00.000000,2023-03-25 22:48:00.000000,2.1,3.2,4.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,7.8,1,3,1,1,2,2,2,4,13,향미에 가치를 두는 타입,5.0,816
817,2023-03-25 23:31:12.000000,2023-03-25 23:31:12.000000,3.1,7.5,5.6,"카라멜, 고소한, 풍부한, 초코, 부드러운, 베리, 커런트, 우디",N,4.7,2,2,1,4,1,2,3,1,45,강하고 쓴 맛을 선호하는 타입,3.8,817
818,2023-03-26 00:14:24.000000,2023-03-26 00:14:24.000000,3.8,6.1,4.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,5.6,2,3,1,4,4,2,4,3,41,강하고 쓴 맛을 선호하는 타입,4.6,818
819,2023-03-26 00:57:36.000000,2023-03-26 00:57:36.000000,3.9,4.2,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,5.7,2,3,2,5,4,2,4,3,51,풍부하고 진한 입감을 즐기는 타입,4.4,819
820,2023-03-26 01:40:48.000000,2023-03-26 01:40:48.000000,2.1,3.2,6.1,"견과류, 묵직한, 스모크, 견과류, 고소한, 망고, 바나나, 파인애플, 플로럴",N,6.0,1,2,2,3,3,3,5,4,51,풍부하고 진한 입감을 즐기는 타입,5.8,820
821,2023-03-26 02:24:00.000000,2023-03-26 02:24:00.000000,2.6,4.0,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,8.3,2,2,1,1,1,2,2,4,13,향미에 가치를 두는 타입,4.6,821
822,2023-03-26 03:07:12.000000,2023-03-26 03:07:12.000000,3.8,5.0,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,6.9,1,3,2,1,1,2,4,1,15,향미에 가치를 두는 타입,3.3,822
823,2023-03-26 03:50:24.000000,2023-03-26 03:50:24.000000,3.3,4.6,4.6,"카라멜, 고소한, 풍부한, 과일, 풍부한, 체리, 복숭아, 우디",N,6.5,1,3,1,3,1,1,2,1,13,향미에 가치를 두는 타입,5.4,823
824,2023-03-26 04:33:36.000000,2023-03-26 04:33:36.000000,3.2,3.3,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 플로럴",N,7.4,1,2,1,1,3,2,4,4,13,향미에 가치를 두는 타입,4.7,824
825,2023-03-26 05:16:48.000000,2023-03-26 05:16:48.000000,4.0,3.8,4.0,"과일, 초코, 균형있는, 과일, 풍부한, 체리, 복숭아, 허브",N,8.2,2,3,3,1,2,1,2,3,13,향미에 가치를 두는 타입,5.1,825
826,2023-03-26 06:00:00.000000,2023-03-26 06:00:00.000000,4.0,3.8,4.0,"과일, 초코, 균형있는, 과일, 풍부한, 체리, 복숭아, 허브",N,8.2,1,4,3,1,2,1,2,3,13,향미에 가치를 두는 타입,5.1,826
827,2023-03-26 06:43:12.000000,2023-03-26 06:43:12.000000,3.1,4.3,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 베리, 커런트, 허니",N,7.1,2,2,2,1,1,2,3,5,15,향미에 가치를 두는 타입,5.1,827
828,2023-03-26 07:26:24.000000,2023-03-26 07:26:24.000000,3.3,4.6,4.6,"카라멜, 고소한, 풍부한, 과일, 풍부한, 체리, 복숭아, 우디",N,6.5,1,3,1,3,1,1,2,1,13,향미에 가치를 두는 타입,5.4,828
829,2023-03-26 08:09:36.000000,2023-03-26 08:09:36.000000,3.9,4.6,4.0,"견과류, 묵직한, 스모크, 과일, 풍부한, 베리, 커런트, 허브",N,6.0,1,3,2,3,3,1,3,3,31,달콤하고 즐거운 맛을 즐기는 타입,6.1,829
830,2023-03-26 08:52:48.000000,2023-03-26 08:52:48.000000,4.0,3.8,4.0,"과일, 초코, 균형있는, 과일, 풍부한, 체리, 복숭아, 허브",N,8.2,2,2,3,1,2,1,2,3,13,향미에 가치를 두는 타입,5.1,830
831,2023-03-26 09:36:00.000000,2023-03-26 09:36:00.000000,3.8,5.0,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,6.9,2,5,2,1,1,2,4,1,15,향미에 가치를 두는 타입,3.3,831
832,2023-03-26 10:19:12.000000,2023-03-26 10:19:12.000000,2.6,2.9,6.5,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 플로럴",N,5.7,1,3,1,5,4,2,5,4,51,풍부하고 진한 입감을 즐기는 타입,5.1,832
833,2023-03-26 11:02:24.000000,2023-03-26 11:02:24.000000,4.2,5.4,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,7.6,2,2,2,1,1,2,4,3,14,향미에 가치를 두는 타입,3.8,833
834,2023-03-26 11:45:36.000000,2023-03-26 11:45:36.000000,3.3,5.7,6.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,7.1,2,3,1,1,1,3,4,1,15,향미에 가치를 두는 타입,2.4,834
835,2023-03-26 12:28:48.000000,2023-03-26 12:28:48.000000,4.0,6.8,5.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 허브",N,6.5,2,2,1,4,1,1,5,3,41,강하고 쓴 맛을 선호하는 타입,4.0,835
836,2023-03-26 13:12:00.000000,2023-03-26 13:12:00.000000,4.2,4.9,7.6,"견과류, 고소한, 중후한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,4.6,2,3,4,5,1,2,4,1,54,풍부하고 진한 입감을 즐기는 타입,3.6,836
837,2023-03-26 13:55:12.000000,2023-03-26 13:55:12.000000,2.8,6.9,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 허브",N,6.4,2,2,1,4,1,2,2,3,41,강하고 쓴 맛을 선호하는 타입,4.7,837
838,2023-03-26 14:38:24.000000,2023-03-26 14:38:24.000000,3.9,4.2,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,5.7,1,4,2,5,4,2,4,3,51,풍부하고 진한 입감을 즐기는 타입,4.4,838
839,2023-03-26 15:21:36.000000,2023-03-26 15:21:36.000000,3.3,2.5,6.7,"견과류, 묵직한, 스모크, 과일, 풍부한, 망고, 바나나, 파인애플, 플로럴",N,6.5,2,2,2,5,3,1,5,4,51,풍부하고 진한 입감을 즐기는 타입,4.7,839
840,2023-03-26 16:04:48.000000,2023-03-26 16:04:48.000000,5.0,5.7,6.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,5.4,1,3,1,2,1,3,4,1,54,풍부하고 진한 입감을 즐기는 타입,2.4,840
841,2023-03-26 16:48:00.000000,2023-03-26 16:48:00.000000,3.1,3.9,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 플로럴",N,7.5,2,2,1,1,1,2,1,4,15,향미에 가치를 두는 타입,4.2,841
842,2023-03-26 17:31:12.000000,2023-03-26 17:31:12.000000,3.1,5.4,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 허브",N,7.4,1,2,1,1,1,2,5,3,15,향미에 가치를 두는 타입,4.6,842
843,2023-03-26 18:14:24.000000,2023-03-26 18:14:24.000000,3.3,2.5,3.2,"카라멜, 고소한, 풍부한, 과일, 풍부한, 사과, 배, 플로럴",N,6.2,1,2,1,3,3,1,1,4,13,향미에 가치를 두는 타입,6.2,843
844,2023-03-26 18:57:36.000000,2023-03-26 18:57:36.000000,3.1,5.4,7.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 허브",N,5.7,2,3,1,5,1,2,5,3,51,풍부하고 진한 입감을 즐기는 타입,4.6,844
845,2023-03-26 19:40:48.000000,2023-03-26 19:40:48.000000,3.6,4.2,4.7,"카라멜, 고소한, 풍부한, 견과류, 고소한, 체리, 복숭아, 시트러스",N,8.1,2,2,1,1,1,3,2,2,15,향미에 가치를 두는 타입,3.6,845
846,2023-03-26 20:24:00.000000,2023-03-26 20:24:00.000000,6.4,2.6,3.8,"견과류, 묵직한, 스모크, 과일, 풍부한, 레몬, 오렌지, 귤, 플로럴",N,6.8,1,2,2,2,4,1,4,4,12,향미에 가치를 두는 타입,3.8,846
847,2023-03-26 21:07:12.000000,2023-03-26 21:07:12.000000,2.8,5.3,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 허브",N,8.1,2,3,1,1,1,2,2,3,14,향미에 가치를 두는 타입,4.7,847
848,2023-03-26 21:50:24.000000,2023-03-26 21:50:24.000000,3.8,7.8,5.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 허브",N,6.1,2,2,1,4,1,3,4,3,41,강하고 쓴 맛을 선호하는 타입,2.8,848
849,2023-03-26 22:33:36.000000,2023-03-26 22:33:36.000000,4.6,5.6,6.7,"견과류, 묵직한, 스모크, 견과류, 고소한, 망고, 바나나, 파인애플, 허브",N,6.1,2,2,2,2,1,3,5,3,51,풍부하고 진한 입감을 즐기는 타입,3.3,849
850,2023-03-26 23:16:48.000000,2023-03-26 23:16:48.000000,4.2,4.9,7.6,"견과류, 고소한, 중후한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,4.6,1,3,4,5,1,2,4,1,54,풍부하고 진한 입감을 즐기는 타입,3.6,850
851,2023-03-27 00:00:00.000000,2023-03-27 00:00:00.000000,5.6,4.4,3.9,"카라멜, 고소한, 풍부한, 과일, 풍부한, 베리, 커런트, 시트러스",N,7.6,2,3,1,1,1,1,3,2,12,향미에 가치를 두는 타입,3.6,851
852,2023-03-27 00:43:12.000000,2023-03-27 00:43:12.000000,4.9,2.9,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,5.3,1,4,1,5,4,2,4,2,51,풍부하고 진한 입감을 즐기는 타입,4.6,852
853,2023-03-27 01:26:24.000000,2023-03-27 01:26:24.000000,3.9,5.4,7.4,"과일, 초코, 균형있는, 초코, 부드러운, 베리, 커런트, 우디",N,4.6,2,2,3,5,1,2,3,1,54,풍부하고 진한 입감을 즐기는 타입,4.3,853
854,2023-03-27 02:09:36.000000,2023-03-27 02:09:36.000000,4.4,3.5,4.9,"견과류, 고소한, 중후한, 과일, 풍부한, 레몬, 오렌지, 귤, 우디",N,6.7,2,2,4,1,3,1,4,1,15,향미에 가치를 두는 타입,4.0,854
855,2023-03-27 02:52:48.000000,2023-03-27 02:52:48.000000,2.9,5.6,4.9,"카라멜, 고소한, 풍부한, 견과류, 고소한, 사과, 배, 허브",N,7.5,1,3,1,1,1,3,1,3,14,향미에 가치를 두는 타입,3.2,855
